iter	Logloss
830	0.226881627
831	0.2267532223
832	0.2265628777
833	0.2263829219
834	0.2262796208
835	0.2261570204
836	0.2259288805
837	0.2258154371
838	0.2256151423
839	0.2254941886
840	0.225333872
841	0.2251336109
842	0.2249474904
843	0.224800915
844	0.2245914236
845	0.224350724
846	0.2241131392
847	0.2239987282
848	0.2238483705
849	0.2236846447
850	0.2235666296
851	0.2234463636
852	0.2233002042
853	0.2231994725
854	0.2230483046
855	0.2228438419
856	0.2226523238
857	0.2224816597
858	0.2223225566
859	0.2221422016
860	0.2220214718
861	0.2218074792
862	0.2217040517
863	0.221501523
864	0.2213923226
865	0.2212036017
866	0.2210867365
867	0.2209580975
868	0.2207350453
869	0.2205678678
870	0.2203890086
871	0.2202276877
872	0.2200700193
873	0.219937515
874	0.2198073563
875	0.2195947728
876	0.2193920013
877	0.2192836581
878	0.2191757422
879	0.2190005865
880	0.218775508
881	0.2186158835
882	0.2184636941
883	0.2183050199
884	0.2181823287
885	0.2180086862
886	0.2178981907
887	0.2177845272
888	0.217605759
889	0.2174106096
890	0.2171961499
891	0.2170420664
892	0.2169410481
893	0.2168045755
894	0.2166163353
895	0.2164839629
896	0.2163199878
897	0.2161398946
898	0.2159661639
899	0.2157504917
900	0.2156408277
901	0.2155138173
902	0.2153624347
903	0.21523552
904	0.2150490368
905	0.214795138
906	0.2146554342
907	0.2145516229
908	0.2143815057
909	0.2142722491
910	0.2141078627
911	0.2139044958
912	0.2137486467
913	0.2135983124
914	0.2134472237
915	0.2133248032
916	0.2131994957
917	0.2129777974
918	0.2128036917
919	0.2126401275
920	0.2125011433
921	0.2123720149
922	0.2120965989
923	0.2118890319
924	0.2117369123
925	0.2116304754
926	0.2114648577
927	0.2113324897
928	0.2112080122
929	0.2110427227
930	0.2108714688
931	0.2107761964
932	0.2106061537
933	0.2103850312
934	0.2102599999
935	0.2101243153
936	0.2099481042
937	0.209792422
938	0.2096964141
939	0.2095970996
940	0.2094624547
941	0.2093243195
942	0.2090877173
943	0.20898077
944	0.2088201967
945	0.2087038713
946	0.208514429
947	0.2083046382
948	0.2081581113
949	0.207982193
950	0.2077903859
951	0.2076225769
952	0.2074643255
953	0.2073391439
954	0.2072232429
955	0.2071217125
956	0.2069475827
957	0.2068012854
958	0.2066691452
959	0.206571462
960	0.2064035202
961	0.2062568946
962	0.2060996036
963	0.2059977354
964	0.2058452438
965	0.2056604416
966	0.2055249339
967	0.2054157908
968	0.2052453123
969	0.205124957
970	0.2049684504
971	0.2048169466
972	0.2046479646
973	0.204480014
974	0.204310329
975	0.2041411486
976	0.2039427517
977	0.2038140495
978	0.2036309643
979	0.20349744
980	0.2034075255
981	0.2032542812
982	0.2031562748
983	0.2030330558
984	0.2028169804
985	0.202662841
986	0.2025751318
987	0.2024654861
988	0.202304137
989	0.2021538274
990	0.2020060662
991	0.2018806123
992	0.2017795188
993	0.2016820239
994	0.2015423383
995	0.2013802163
996	0.2012803492
997	0.2011947696
998	0.2010484391
999	0.2008720114
